fill	x	y	xmin	xmax	ymin	ymax
#B0B0B0	-1.5	15	-1.625	-1.375	12.5	17.5
#A4A4A4	-1.25	55	-1.375	-1.125	52.5	57.5
#9E9E9E	-1	40	-1.125	-0.875	37.5	42.5
#6A6A6A	-1.25	20	-1.375	-1.125	17.5	22.5
#E1E1E1	-1.75	10	-1.875	-1.625	7.5	12.5
#FFFFFF	-2	10	-2.125	-1.875	7.5	12.5
#FFFFFF	-1.25	75	-1.375	-1.125	72.5	77.5
#9C9C9C	-1.25	45	-1.375	-1.125	42.5	47.5
#939393	-1	35	-1.125	-0.875	32.5	37.5
#E1E1E1	-1.5	35	-1.625	-1.375	32.5	37.5
#ACACAC	-1	65	-1.125	-0.875	62.5	67.5
#ADADAD	-1	55	-1.125	-0.875	52.5	57.5
#BABABA	-1.5	25	-1.625	-1.375	22.5	27.5
#A4A4A4	-1	45	-1.125	-0.875	42.5	47.5
#E1E1E1	-0.75	15	-0.875	-0.625	12.5	17.5
#D3D3D3	-1.5	30	-1.625	-1.375	27.5	32.5
